Title,Description,Subject,Subject (corporate name),Subject (personal Name),Keyword,Geographic subject,Geographic subject (roadway),Geographic subject (city or populated place),Geographic subject (county),Geographic subject (state),Geographic subject (country),Geographic coordinates,Coverage date,Coverage date (for search),Contributor,Creator,Photographer,Publisher (of the original version),Place of publication (of the original version),Publisher (of the digital version),Date created,Date created (for search),Digitize date,Type,Format,Format (aat),Format (imt),Language,Contributing entity,Identifying number,Part of collection,Part of subcollection,Provenance,Series,Rights,Physical access,Repository name,Repository address,Repository email,Cataloger,Catalog date,Full text,Filename,Catalog state,Cataloger comments,OCLC number,Date created,Date modified,Reference URL,CONTENTdm number,CONTENTdm file name,Archival file,CONTENTdm file path
"Taliesin West workroom, Arizona, 1938-1942","Exterior photograph of the corner of the workroom seen from the study, Frank Lloyd Wright's Taliesin West, 12621 North Frank Lloyd Wright Boulevard, Scottsdale, the architect's winter home and work place in the Arizona desert, 1938-1942.",Dwellings,,,,Taliesin West,12621 North Frank Lloyd Wright Boulevard,Scottsdale,Maricopa,Arizona,USA,"33.6062854,-111.8471657",1938/1942,1938; 1939; 1940; 1941; 1942,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1938/1942,1938; 1939; 1940; 1941; 1942,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,12,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/23/15,,fb-block-modarch02-012.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/30,30,11.jp2,Volume2/fb-block-modarch02-012.tif,/p15799coll42/image/11.jp2
"Taliesin West pool, Arizona, 1938-1942","Exterior photograph of the triangular pool and workroom, Frank Lloyd Wright's Taliesin West, 12621 North Frank Lloyd Wright Boulevard, Scottsdale, the architect's winter home and work place in the Arizona desert, 1938-1942.",Dwellings,,,,Taliesin West,12621 North Frank Lloyd Wright Boulevard,Scottsdale,Maricopa,Arizona,USA,"33.6062854,-111.8471657",1938/1942,1938; 1939; 1940; 1941; 1942,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1938/1942,1938; 1939; 1940; 1941; 1942,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,13,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/23/15,,fb-block-modarch02-013.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/31,31,12.jp2,Volume2/fb-block-modarch02-013.tif,/p15799coll42/image/12.jp2
"Taliesin West workroom, Arizona, 1938-1942","Exterior photograph of the south side of the workroom, Frank Lloyd Wright's Taliesin West, 12621 North Frank Lloyd Wright Boulevard, Scottsdale, the architect's winter home and work place in the Arizona desert, 1938-1942.",Dwellings,,,,Taliesin West,12621 North Frank Lloyd Wright Boulevard,Scottsdale,Maricopa,Arizona,USA,"33.6062854,-111.8471657",1938/1942,1938; 1939; 1940; 1941; 1942,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1938/1942,1938; 1939; 1940; 1941; 1942,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,14,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/23/15,,fb-block-modarch02-014.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/32,32,13.jp2,Volume2/fb-block-modarch02-014.tif,/p15799coll42/image/13.jp2
"Taliesin West workroom, Arizona, 1938-1942","Interior photograph of the workroom, Frank Lloyd Wright's Taliesin West, 12621 North Frank Lloyd Wright Boulevard, Scottsdale, the architect's winter home and work place in the Arizona desert, 1938-1942.",Dwellings,,,,Taliesin West,12621 North Frank Lloyd Wright Boulevard,Scottsdale,Maricopa,Arizona,USA,"33.6062854,-111.8471657",1938/1942,1938; 1939; 1940; 1941; 1942,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1938/1942,1938; 1939; 1940; 1941; 1942,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,15,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/23/15,,fb-block-modarch02-015.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/33,33,14.jp2,Volume2/fb-block-modarch02-015.tif,/p15799coll42/image/14.jp2
"Taliesin West workroom, Arizona, 1938-1942","Exterior photograph of the workroom, north side, material assembly of masonry, woodwork and canvas roof, Frank Lloyd Wright's Taliesin West, 12621 North Frank Lloyd Wright Boulevard, Scottsdale, the architect's winter home and work place in the Arizona desert, 1938-1942.",Dwellings,,,,Taliesin West,12621 North Frank Lloyd Wright Boulevard,Scottsdale,Maricopa,Arizona,USA,"33.6062854,-111.8471657",1938/1942,1938; 1939; 1940; 1941; 1942,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1938/1942,1938; 1939; 1940; 1941; 1942,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,16,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/23/15,,fb-block-modarch02-016.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/34,34,15.jp2,Volume2/fb-block-modarch02-016.tif,/p15799coll42/image/15.jp2
"Taliesin West chimney & canvas roof, Arizona, 1938-1942","Exterior photograph of the view from the second floor of the guest house toward the chimney and canvas roof, Frank Lloyd Wright's Taliesin West, 12621 North Frank Lloyd Wright Boulevard, Scottsdale, the architect's winter home and work place in the Arizona desert, 1938-1942.",Dwellings,,,,Taliesin West,12621 North Frank Lloyd Wright Boulevard,Scottsdale,Maricopa,Arizona,USA,"33.6062854,-111.8471657",1938/1942,1938; 1939; 1940; 1941; 1942,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1938/1942,1938; 1939; 1940; 1941; 1942,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,17,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/23/15,,fb-block-modarch02-017.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/35,35,16.jp2,Volume2/fb-block-modarch02-017.tif,/p15799coll42/image/16.jp2
"Taliesin West patio, Arizona, 1938-1942","Exterior photograph of the view from the roof toward the patio, Frank Lloyd Wright's Taliesin West, 12621 North Frank Lloyd Wright Boulevard, Scottsdale, the architect's winter home and work place in the Arizona desert, 1938-1942.",Dwellings,,,,Taliesin West,12621 North Frank Lloyd Wright Boulevard,Scottsdale,Maricopa,Arizona,USA,"33.6062854,-111.8471657",1938/1942,1938; 1939; 1940; 1941; 1942,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1938/1942,1938; 1939; 1940; 1941; 1942,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,18,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/23/15,,fb-block-modarch02-018.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/36,36,17.jp2,Volume2/fb-block-modarch02-018.tif,/p15799coll42/image/17.jp2
"Taliesin West patio, Arizona, 1938-1942","Exterior photograph of the patio seen from the lower level, Frank Lloyd Wright's Taliesin West, 12621 North Frank Lloyd Wright Boulevard, Scottsdale, the architect's winter home and work place in the Arizona desert, 1938-1942.",Dwellings,,,,Taliesin West,12621 North Frank Lloyd Wright Boulevard,Scottsdale,Maricopa,Arizona,USA,"33.6062854,-111.8471657",1938/1942,1938; 1939; 1940; 1941; 1942,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1938/1942,1938; 1939; 1940; 1941; 1942,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,19,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/23/15,,fb-block-modarch02-019.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/37,37,18.jp2,Volume2/fb-block-modarch02-019.tif,/p15799coll42/image/18.jp2
"Taliesin West belltower, Arizona, 1938-1942","Exterior photograph of the belltower, Frank Lloyd Wright's Taliesin West, 12621 North Frank Lloyd Wright Boulevard, Scottsdale, the architect's winter home and work place in the Arizona desert, 1938-1942.",Dwellings,,,,Taliesin West,12621 North Frank Lloyd Wright Boulevard,Scottsdale,Maricopa,Arizona,USA,"33.6062854,-111.8471657",1938/1942,1938; 1939; 1940; 1941; 1942,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1938/1942,1938; 1939; 1940; 1941; 1942,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,20,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/23/15,,fb-block-modarch02-020.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/38,38,19.jp2,Volume2/fb-block-modarch02-020.tif,/p15799coll42/image/19.jp2
"Taliesin West library, Arizona, 1938-1942","Interior photograph of the library, Frank Lloyd Wright's Taliesin West, 12621 North Frank Lloyd Wright Boulevard, Scottsdale, the architect's winter home and work place in the Arizona desert, 1938-1942.",Dwellings,,,,Taliesin West,12621 North Frank Lloyd Wright Boulevard,Scottsdale,Maricopa,Arizona,USA,"33.6062854,-111.8471657",1938/1942,1938; 1939; 1940; 1941; 1942,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1938/1942,1938; 1939; 1940; 1941; 1942,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,21,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/23/15,,fb-block-modarch02-021.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/39,39,20.jp2,Volume2/fb-block-modarch02-021.tif,/p15799coll42/image/20.jp2
"Taliesin West patio & cottages, Arizona, 1938-1942","Exterior photograph of the patio and cottages for apprentices, Frank Lloyd Wright's Taliesin West, 12621 North Frank Lloyd Wright Boulevard, Scottsdale, the architect's winter home and work place in the Arizona desert, 1938-1942.",Dwellings,,,,Taliesin West,12621 North Frank Lloyd Wright Boulevard,Scottsdale,Maricopa,Arizona,USA,"33.6062854,-111.8471657",1938/1942,1938; 1939; 1940; 1941; 1942,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1938/1942,1938; 1939; 1940; 1941; 1942,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,22,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/23/15,,fb-block-modarch02-022.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/40,40,21.jp2,Volume2/fb-block-modarch02-022.tif,/p15799coll42/image/21.jp2
"Taliesin West residence, Arizona, 1938-1942","Exterior photograph of the architect's residence seen from the second floor of the guest house, Frank Lloyd Wright's Taliesin West, 12621 North Frank Lloyd Wright Boulevard, Scottsdale, the architect's winter home and work place in the Arizona desert, 1938-1942.",Dwellings,,,,Taliesin West,12621 North Frank Lloyd Wright Boulevard,Scottsdale,Maricopa,Arizona,USA,"33.6062854,-111.8471657",1938/1942,1938; 1939; 1940; 1941; 1942,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1938/1942,1938; 1939; 1940; 1941; 1942,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,23,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/23/15,,fb-block-modarch02-023.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/41,41,22.jp2,Volume2/fb-block-modarch02-023.tif,/p15799coll42/image/22.jp2
"Taliesin West residence, Arizona, 1938-1942","Exterior photograph of the architect's residence seen from the terrace, Frank Lloyd Wright's Taliesin West, 12621 North Frank Lloyd Wright Boulevard, Scottsdale, the architect's winter home and work place in the Arizona desert, 1938-1942.",Dwellings,,,,Taliesin West,12621 North Frank Lloyd Wright Boulevard,Scottsdale,Maricopa,Arizona,USA,"33.6062854,-111.8471657",1938/1942,1938; 1939; 1940; 1941; 1942,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1938/1942,1938; 1939; 1940; 1941; 1942,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,24,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/23/15,,fb-block-modarch02-024.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/42,42,23.jp2,Volume2/fb-block-modarch02-024.tif,/p15799coll42/image/23.jp2
"Taliesin West residence, Arizona, 1938-1942","Exterior photograph of the stairs to the passageway and approach to the architect's residence, Frank Lloyd Wright's Taliesin West, 12621 North Frank Lloyd Wright Boulevard, Scottsdale, the architect's winter home and work place in the Arizona desert, 1938-1942.",Dwellings,,,,Taliesin West,12621 North Frank Lloyd Wright Boulevard,Scottsdale,Maricopa,Arizona,USA,"33.6062854,-111.8471657",1938/1942,1938; 1939; 1940; 1941; 1942,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1938/1942,1938; 1939; 1940; 1941; 1942,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,25,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/23/15,,fb-block-modarch02-025.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/43,43,24.jp2,Volume2/fb-block-modarch02-025.tif,/p15799coll42/image/24.jp2
"Taliesin West residence, Arizona, 1938-1942","Exterior photograph of the entrance to the garden room of the architect's residence, Frank Lloyd Wright's Taliesin West, 12621 North Frank Lloyd Wright Boulevard, Scottsdale, the architect's winter home and work place in the Arizona desert, 1938-1942.",Dwellings,,,,Taliesin West,12621 North Frank Lloyd Wright Boulevard,Scottsdale,Maricopa,Arizona,USA,"33.6062854,-111.8471657",1938/1942,1938; 1939; 1940; 1941; 1942,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1938/1942,1938; 1939; 1940; 1941; 1942,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,26,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/23/15,,fb-block-modarch02-026.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/44,44,25.jp2,Volume2/fb-block-modarch02-026.tif,/p15799coll42/image/25.jp2
"Taliesin West residence, Arizona, 1938-1942","Interior photograph of a general view of the garden room of the architect's residence, Frank Lloyd Wright's Taliesin West, 12621 North Frank Lloyd Wright Boulevard, Scottsdale, the architect's winter home and work place in the Arizona desert, 1938-1942.",Dwellings,,,,Taliesin West,12621 North Frank Lloyd Wright Boulevard,Scottsdale,Maricopa,Arizona,USA,"33.6062854,-111.8471657",1938/1942,1938; 1939; 1940; 1941; 1942,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1938/1942,1938; 1939; 1940; 1941; 1942,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,27,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/23/15,,fb-block-modarch02-027.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/45,45,26.jp2,Volume2/fb-block-modarch02-027.tif,/p15799coll42/image/26.jp2
"Taliesin West residence, Arizona, 1938-1942","Interior photograph of a view toward the entrance of the architect's residence, Frank Lloyd Wright's Taliesin West, 12621 North Frank Lloyd Wright Boulevard, Scottsdale, the architect's winter home and work place in the Arizona desert, 1938-1942.",Dwellings,,,,Taliesin West,12621 North Frank Lloyd Wright Boulevard,Scottsdale,Maricopa,Arizona,USA,"33.6062854,-111.8471657",1938/1942,1938; 1939; 1940; 1941; 1942,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1938/1942,1938; 1939; 1940; 1941; 1942,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,28,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/23/15,,fb-block-modarch02-028.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/46,46,27.jp2,Volume3/fb-block-modarch02-028.tif,/p15799coll42/image/27.jp2
"Taliesin West residence, Arizona, 1938-1942","Interior photograph of a corner view, looking toward glass wall, terrace and garden court of the architect's residence, Frank Lloyd Wright's Taliesin West, 12621 North Frank Lloyd Wright Boulevard, Scottsdale, the architect's winter home and work place in the Arizona desert, 1938-1942.",Dwellings,,,,Taliesin West,12621 North Frank Lloyd Wright Boulevard,Scottsdale,Maricopa,Arizona,USA,"33.6062854,-111.8471657",1938/1942,1938; 1939; 1940; 1941; 1942,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1938/1942,1938; 1939; 1940; 1941; 1942,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,29,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/23/15,,fb-block-modarch02-029.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/47,47,28.jp2,Volume3/fb-block-modarch02-029.tif,/p15799coll42/image/28.jp2
"Taliesin West garden room, Arizona, 1938-1942","Interior photograph of the garden room, Frank Lloyd Wright's Taliesin West, 12621 North Frank Lloyd Wright Boulevard, Scottsdale, the architect's winter home and work place in the Arizona desert, 1938-1942.",Dwellings,,,,Taliesin West,12621 North Frank Lloyd Wright Boulevard,Scottsdale,Maricopa,Arizona,USA,"33.6062854,-111.8471657",1938/1942,1938; 1939; 1940; 1941; 1942,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1938/1942,1938; 1939; 1940; 1941; 1942,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,32,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/23/15,,fb-block-modarch02-032.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/48,48,29.jp2,Volume3/fb-block-modarch02-032.tif,/p15799coll42/image/29.jp2
"Taliesin West garden court, Arizona, 1938-1942","Exterior photograph of the interior garden court, glass wall toward cove, Frank Lloyd Wright's Taliesin West, 12621 North Frank Lloyd Wright Boulevard, Scottsdale, the architect's winter home and work place in the Arizona desert, 1938-1942.",Dwellings,,,,Taliesin West,12621 North Frank Lloyd Wright Boulevard,Scottsdale,Maricopa,Arizona,USA,"33.6062854,-111.8471657",1938/1942,1938; 1939; 1940; 1941; 1942,,"Wright, Frank Lloyd, 1867-1959, architect","Block, Fritz, 1889-1955",Dr. Block Color Productions,,University of Southern California. Libraries,1938/1942,1938; 1939; 1940; 1941; 1942,20151013,images,1 slide: color,photographs,image/tiff,,University of Southern California,33,Architectural Teaching Slide Collection,Fritz Block: Modern architecture II (The new concept of space),,,"Dr. Block Color Productions, 1309 North Genesee Avenue, Hollywood, California",Send requests to address or e-mail given. Phone (213) 740-8646,USC Helen Topping Architecture and Fine Arts Library,"Watt Hall, 850 Bloom Walk, B-4, University Park Campus, University of Southern California, Los Angeles, CA 90089-0294",afa@usc.edu,"Shoaf, R. Wayne",11/23/15,,fb-block-modarch02-033.tif,approved,,,11/24/15,11/24/15,http://cdm15799.contentdm.oclc.org/cdm/ref/collection/p15799coll42/id/49,49,30.jp2,Volume3/fb-block-modarch02-033.tif,/p15799coll42/image/30.jp2
